Notes,Compound Notebook Name,Date Copied to Master Database,Data Recorded By,Seshadri Group,Oyaizu Group,DOI,Solvent 1 (S1),S1 SMILES,S1 SMILES 1,S1 SMILES 2,S1 SMILES 3,S1 Big SMILES,S1 End Group 1,S1 End Group 2,S1 Mol %,S1 Weight %,S1 SMILES 1 Mol %,S1 SMILES 2 Mol %,S1 SMILES 3 Mol %,S1 Molar Ratio,S1 Weight Ratio,S1 Mw,S1 Mn,S1 Mn or Mw,S1 Mw/Mn,S1 DOP,S1 Molar Mass (g/mol),S1 Type,S1 Block Mol Weight,Solvent 2 (S2),S2 SMILES,S2 SMILES 1,S2 SMILES 2,S2 Mol %,S2 Weight %,S2 SMILES 1 Mol %,S2 SMILES 2 Mol %,S2 Molar Ratio,S2 Weight Ratio,S2 Mw,S2 Mn,S2 Mn or Mw,S2 Mw/Mn,S2 DOP,S2 Molar Mass (g/mol),S2 Type,Solvent 3 (S3),S3 SMILES,S3 SMILES 1,S3 Mol %,S3 Weight %,S3 Molar Ratio,S3 Weight Ratio,S3 Mw,S3 Mn,S3 Mn or Mw,S3 Mw/Mn,S3 DOP,S3 Molar Mass (g/mol),S3 Type,Solvent 4 (S4),S4 SMILES,S4 Mol %,S4 Weight %,S4 Molar Ratio,S4 Weight Ratio,S4 Mw,S4 Mn,S4 Mn or Mw,S4 Mw/Mn,S4 DOP,S4 Molar Mass (g/mol),S4 Type,Salt 1,Salt1 SMILES,Salt1 Mol %,Salt1 Weight %,Salt1 Molality (mol salt/kg polymer),Salt1 Molar Mass (g/mol),Salt 2,Salt2 SMILES,Salt2 Mol %,Salt2 Weight %,Salt2 Molality (mol salt/kg polymer),Salt2 Molar Mass (g/mol),Inorganic Material 1 (IM1),IM1 Weight %,IM1 Particle Size (nm),Tg (oC),Heating Rate (K/min),Temperature (oC),Conductivity (S/cm),log Conductivity (S/cm)
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.857142857,0.711738749,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.142857143,0.288261251,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,29.65127516,9.31E-10,-9.030945
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.857142857,0.711738749,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.142857143,0.288261251,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,,19.39282022,3.53E-10,-9.452769
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0974322,7.32E-06,-5.1354
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.8967418,6.42E-06,-5.192496
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0430017,5.07E-06,-5.295269
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.77129011,4.21E-06,-5.375204
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.29948452,3.60E-06,-5.443719
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2961887,2.77E-06,-5.557912
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.59289956,2.18E-06,-5.660685
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85088745,1.53E-07,-6.814029
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7599091,3.01E-08,-7.522023
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.87078834,8.97E-09,-8.047308
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01792289,2.97E-09,-8.526917
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.888888889,0.767013842,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.111111111,0.232986158,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73503179,8.87E-10,-9.052202
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.479602,5.83E-06,-5.234528
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.545274,4.98E-06,-5.302932
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.610945,3.02E-06,-5.519544
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.682587,2.58E-06,-5.587948
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.756219,2.21E-06,-5.656352
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.831841,1.65E-06,-5.781759
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.913433,1.24E-06,-5.907166
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.010945,4.42E-08,-7.355049
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.098507,4.87E-09,-8.312704
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19602,1.24E-09,-8.905537
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.909090909,0.804501379,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.090909091,0.195498621,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.301493,3.43E-10,-9.464169
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.7950447,4.14E-06,-5.382736
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.6978127,4.14E-06,-5.382736
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0942546,2.58E-06,-5.587948
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55932847,1.93E-06,-5.713355
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.58796064,1.70E-06,-5.770358
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.13635802,1.27E-06,-5.895765
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.22216186,1.00E-06,-5.998371
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.52021071,5.31E-08,-7.275244
,,,,,1,doi.org/10.1016/j.electacta.2013.09.151,PEO600000,[Cu]OCC[Au],[Cu]OCC[Au],,,,,,0.933333333,0.852096732,,,,,,600000,,600000,,13621,44.02238095,,,poly(lithium vinylsulfonate) mn7140,[Cu]CC(S(=O)([O-])=O)[Au],[Cu]CC(S(=O)([O-])=O)[Au],,0.066666667,0.147903268,,,,,,,5990.712263,1.05,56,106.9770047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25789693,8.90E-09,-8.050489
